MinTemp,MaxTemp,Rainfall,Humidity9am,Humidity3pm,RainToday,RainTomorrow
11.0,20.7,0.4,87.0,68.0,0,1
27.2,43.0,0.0,7.0,5.0,0,1
1.0,8.6,5.2,84.0,75.0,1,0
20.7,25.2,0.0,54.0,55.0,0,0
2.0,17.6,0.2,70.0,59.0,0,0
3.7,17.2,0.0,67.0,42.0,0,0
0.6,12.8,0.0,85.0,53.0,0,0
6.0,18.3,1.8,84.0,48.0,1,0
9.6,18.2,1.0,81.0,66.0,0,0
14.5,31.7,0.0,56.0,20.0,0,0
12.7,22.4,0.0,53.0,20.0,0,0
9.0,24.5,1.0,100.0,41.0,0,0
14.4,19.8,8.8,76.0,69.0,1,0
4.4,16.0,0.0,78.0,70.0,0,1
14.9,29.8,0.0,63.0,28.0,0,0
15.5,20.3,0.0,85.0,78.0,0,1
8.8,12.8,5.6,60.0,66.0,1,0
14.1,28.9,0.0,47.0,22.0,0,0
17.3,30.7,0.0,63.0,34.0,0,0
20.7,30.0,0.0,58.0,53.0,0,0
20.0,25.3,0.0,83.0,80.0,0,1
2.4,21.2,0.0,83.0,35.0,0,0
18.9,28.5,0.0,50.0,60.0,0,1
7.0,17.8,0.2,75.0,64.0,0,0
20.0,32.3,0.0,57.0,35.0,0,0
2.9,12.0,1.0,96.0,68.0,0,1
7.8,17.2,5.8,50.0,39.0,1,0
10.2,21.9,0.0,47.0,45.0,0,0
20.1,42.5,0.0,56.0,14.0,0,0
16.5,18.7,0.2,54.0,70.0,0,0
16.5,28.3,3.4,99.0,55.0,1,1
16.7,27.7,0.2,34.0,46.0,0,0
5.8,10.4,3.2,78.0,46.0,1,1
15.6,19.7,6.0,90.0,92.0,1,1
10.1,13.3,18.8,96.0,74.0,1,0
20.6,23.9,1.2,87.0,81.0,1,1
22.4,29.8,1.2,58.0,43.0,1,0
5.9,18.2,0.0,78.0,47.0,0,0
17.0,24.6,2.6,92.0,72.0,1,0
26.0,30.5,2.2,85.0,82.0,1,1
15.8,23.6,0.0,74.0,76.0,0,0
10.6,15.8,4.4,99.0,96.0,1,1
21.9,25.0,0.6,53.0,93.0,0,1
16.9,25.8,3.0,93.0,62.0,1,1
23.0,25.0,8.6,95.0,97.0,1,1
1.7,18.2,0.0,70.0,43.0,0,0
22.8,30.0,0.0,72.0,70.0,0,1
7.5,25.0,0.0,99.0,49.0,0,0
13.0,26.0,42.2,87.0,46.0,1,1
9.2,24.4,0.0,43.0,34.0,0,0
11.5,25.2,0.0,49.0,39.0,0,0
8.5,13.3,7.6,86.0,69.0,1,0
7.2,19.2,0.4,71.0,53.0,0,0
24.7,32.6,0.0,74.0,58.0,0,1
19.9,23.1,3.2,84.0,93.0,1,1
22.7,29.5,0.0,71.0,73.0,0,0
14.0,21.0,0.0,82.0,63.0,0,0
17.2,23.4,0.0,61.0,72.0,0,0
12.6,30.2,0.0,61.0,40.0,0,1
10.2,23.0,30.4,99.0,68.0,1,0
6.0,14.0,0.0,95.0,48.0,0,0
13.0,18.8,0.0,67.0,55.0,0,0
15.6,29.8,0.0,75.0,42.0,0,0
8.2,30.7,0.0,6.0,2.0,0,0
10.7,21.0,0.2,99.0,66.0,0,1
8.9,24.0,0.0,72.0,39.0,0,0
14.9,26.9,0.0,74.0,53.0,0,0
5.9,12.1,0.2,77.0,45.0,0,0
13.8,19.8,0.0,72.0,54.0,0,0
3.4,13.6,0.0,70.0,42.0,0,0
10.1,19.6,0.0,91.0,58.0,0,0
3.2,16.9,0.0,91.0,48.0,0,0
18.4,25.4,19.4,92.0,72.0,1,0
5.8,13.6,0.8,82.0,37.0,0,0
25.2,32.3,0.4,62.0,66.0,0,1
10.9,17.4,0.0,69.0,60.0,0,0
18.0,31.6,0.0,33.0,12.0,0,0
7.5,29.8,0.0,55.0,24.0,0,0
5.5,27.1,0.0,57.0,30.0,0,0
9.1,17.2,0.0,86.0,61.0,0,0
9.6,27.2,0.0,48.0,33.0,0,0
9.3,16.8,3.4,93.0,83.0,1,1
0.0,11.5,0.4,99.0,89.0,0,1
3.6,20.7,0.0,53.0,24.0,0,0
9.6,16.2,1.8,85.0,75.0,1,0
10.4,28.4,0.0,77.0,29.0,0,0
19.5,27.9,4.6,85.0,54.0,1,0
14.3,21.3,3.8,84.0,76.0,1,1
7.1,16.8,0.4,87.0,60.0,0,0
20.0,21.5,0.0,92.0,88.0,0,1
13.7,17.6,3.2,80.0,64.0,1,1
19.6,25.8,0.2,72.0,48.0,0,0
23.8,36.0,0.0,49.0,39.0,0,0
18.6,26.1,0.0,79.0,65.0,0,0
22.0,30.0,4.4,76.0,62.0,1,0
14.0,19.7,8.8,87.0,66.0,1,1
21.1,27.8,0.8,87.0,53.0,0,0
5.2,17.8,0.0,36.0,25.0,0,0
13.8,33.8,7.0,70.0,36.0,1,0
17.6,27.3,0.0,61.0,74.0,0,0
14.3,34.0,0.0,48.0,10.0,0,0
19.1,29.6,0.0,73.0,35.0,0,0
-8.5,0.6,1.0,47.0,72.0,0,0
18.5,25.7,0.0,74.0,65.0,0,1
10.4,30.7,0.0,60.0,27.0,0,0
4.4,7.3,0.8,99.0,99.0,0,0
11.6,16.9,0.0,41.0,32.0,0,1
20.0,25.4,0.0,70.0,63.0,0,0
12.4,19.8,0.0,68.0,52.0,0,1
-0.1,11.1,0.0,63.0,43.0,0,0
7.1,19.4,0.2,61.0,45.0,0,0
19.9,26.9,0.6,57.0,56.0,0,0
12.4,15.5,9.2,89.0,85.0,1,1
12.5,29.8,0.0,69.0,33.0,0,0
12.3,21.7,0.0,81.0,65.0,0,0
17.2,37.8,0.0,44.0,52.0,0,0
17.7,23.9,23.6,94.0,87.0,1,0
18.7,33.1,0.8,69.0,32.0,0,0
13.9,20.8,0.2,91.0,67.0,0,1
6.9,17.8,1.4,94.0,59.0,1,0
8.5,20.0,0.2,52.0,79.0,0,1
20.3,28.8,21.0,79.0,84.0,1,1
12.5,22.9,0.0,57.0,52.0,0,0
11.3,28.3,0.4,92.0,30.0,0,0
6.2,14.1,0.2,84.0,63.0,0,0
12.4,21.7,6.0,91.0,57.0,1,0
15.3,21.0,26.6,87.0,89.0,1,1
13.3,23.7,0.0,61.0,46.0,0,0
9.8,27.8,0.0,38.0,15.0,0,0
4.6,11.4,1.8,99.0,74.0,1,0
19.2,24.3,1.2,62.0,54.0,1,0
12.4,25.4,0.0,74.0,45.0,0,0
18.3,25.7,82.2,96.0,75.0,1,1
6.6,24.7,0.0,39.0,27.0,0,1
20.8,29.7,0.0,62.0,51.0,0,0
-1.3,15.1,0.0,61.0,26.0,0,0
26.5,33.2,0.0,66.0,65.0,0,0
-1.2,12.2,1.2,99.0,58.0,1,0
0.0,4.7,26.8,98.0,98.0,1,1
11.4,22.5,0.0,42.0,26.0,0,0
17.0,23.1,0.0,57.0,62.0,0,0
20.2,24.4,21.0,85.0,91.0,1,1
5.8,25.9,0.0,97.0,35.0,0,0
7.9,14.8,1.6,68.0,70.0,1,1
17.3,22.0,0.0,73.0,66.0,0,0
9.9,25.4,0.0,55.0,25.0,0,0
1.3,14.7,0.0,73.0,39.0,0,0
11.6,23.6,0.2,94.0,40.0,0,0
1.0,18.0,0.0,65.0,32.0,0,0
11.8,22.1,0.0,64.0,42.0,0,0
14.5,21.2,4.2,76.0,86.0,1,1
15.2,20.1,0.2,90.0,72.0,0,0
12.2,23.2,4.6,91.0,59.0,1,0
6.4,20.3,0.0,74.0,43.0,0,0
7.5,11.7,8.6,84.0,54.0,1,0
19.8,30.9,0.0,67.0,35.0,0,0
13.6,18.7,0.0,62.0,45.0,0,0
14.3,25.5,1.2,87.0,45.0,1,0
13.1,19.7,0.0,72.0,55.0,0,0
6.9,33.1,0.0,35.0,12.0,0,0
8.5,12.3,0.0,76.0,77.0,0,0
3.4,12.0,1.0,94.0,68.0,0,0
16.3,22.5,0.0,48.0,46.0,0,0
4.9,10.3,0.0,67.0,68.0,0,0
24.5,34.0,0.0,74.0,49.0,0,0
11.7,16.1,1.8,79.0,75.0,1,0
18.2,21.1,0.0,71.0,72.0,0,0
24.6,29.0,0.0,56.0,73.0,0,1
20.1,26.0,0.2,77.0,65.0,0,0
12.7,18.8,2.6,84.0,76.0,1,0
19.9,33.5,0.0,55.0,22.0,0,0
21.6,30.8,0.0,62.0,54.0,0,0
12.9,16.7,0.0,42.0,56.0,0,1
20.3,29.1,0.2,62.0,66.0,0,0
10.4,22.8,0.0,91.0,67.0,0,1
20.3,28.4,0.0,78.0,57.0,0,0
8.6,24.2,0.2,95.0,54.0,0,0
14.9,19.6,2.4,58.0,64.0,1,0
9.1,13.7,0.0,81.0,57.0,0,0
11.7,26.6,0.0,73.0,34.0,0,0
10.5,15.8,3.2,74.0,65.0,1,1
17.0,23.7,2.0,98.0,56.0,1,0
17.4,28.9,0.0,51.0,43.0,0,0
14.1,31.1,0.0,61.0,54.0,0,0
18.8,30.8,0.0,65.0,63.0,0,0
16.6,24.2,0.2,72.0,60.0,0,1
-0.5,23.9,0.0,49.0,18.0,0,0
16.1,34.4,0.0,46.0,28.0,0,0
19.5,28.1,0.0,50.0,89.0,0,1
2.4,17.9,0.0,78.0,42.0,0,0
22.9,38.3,0.0,30.0,57.0,0,1
2.4,16.9,0.0,93.0,52.0,0,0
23.7,32.7,3.8,86.0,61.0,1,0
3.8,21.5,0.0,86.0,48.0,0,0
10.2,22.8,1.0,77.0,65.0,0,1
9.0,19.9,0.0,50.0,38.0,0,0
8.7,24.5,0.8,51.0,25.0,0,0
15.5,30.0,0.0,35.0,16.0,0,0
19.5,24.9,0.0,65.0,62.0,0,0
5.5,21.5,0.0,65.0,27.0,0,0
18.4,25.6,0.0,62.0,51.0,0,0
8.6,17.9,2.4,76.0,56.0,1,1
14.5,20.9,0.0,69.0,61.0,0,0
8.9,14.2,0.2,88.0,69.0,0,1
19.3,21.1,13.8,93.0,97.0,1,0
13.7,22.3,0.0,35.0,70.0,0,1
23.9,33.5,8.6,80.0,64.0,1,0
19.6,41.5,0.0,28.0,8.0,0,0
17.0,25.0,0.0,71.0,64.0,0,0
11.5,24.3,0.0,58.0,34.0,0,0
12.5,24.4,0.0,59.0,65.0,0,0
16.4,32.7,0.0,46.0,33.0,0,0
9.5,22.7,0.0,74.0,45.0,0,0
9.2,13.1,0.6,99.0,91.0,0,1
8.2,24.0,0.0,60.0,30.0,0,0
13.3,29.4,0.2,72.0,53.0,0,0
16.0,23.6,5.0,66.0,72.0,1,1
11.3,25.8,0.0,56.0,51.0,0,0
12.9,26.7,0.0,57.0,45.0,0,0
18.5,32.4,0.0,45.0,21.0,0,0
14.2,19.8,0.0,59.0,55.0,0,0
19.6,37.9,0.0,10.0,6.0,0,0
10.5,18.9,2.4,53.0,50.0,1,0
7.0,29.4,0.0,52.0,12.0,0,0
7.1,21.2,0.0,49.0,23.0,0,0
14.0,23.3,0.0,74.0,69.0,0,0
9.4,20.3,0.6,94.0,68.0,0,1
19.4,21.4,0.0,83.0,72.0,0,0
1.9,14.6,0.0,88.0,61.0,0,1
7.3,16.3,1.4,92.0,64.0,1,1
6.8,20.6,3.2,62.0,36.0,1,0
10.3,16.5,0.0,80.0,57.0,0,0
-4.0,19.2,0.0,85.0,43.0,0,0
15.0,31.7,0.0,64.0,38.0,0,0
11.8,20.0,0.0,87.0,47.0,0,0
8.2,18.5,0.0,84.0,38.0,0,0
3.5,18.8,1.2,55.0,21.0,1,0
11.3,18.1,1.0,86.0,26.0,0,0
3.0,22.0,0.6,47.0,38.0,0,0
11.9,23.0,0.0,61.0,31.0,0,0
11.0,24.6,0.0,71.0,70.0,0,1
10.3,20.5,0.0,68.0,57.0,0,1
15.2,23.7,0.0,58.0,48.0,0,0
11.9,17.3,1.4,89.0,87.0,1,1
12.3,23.1,2.0,32.0,43.0,1,0
6.6,22.5,0.6,83.0,44.0,0,1
15.5,22.4,0.6,89.0,68.0,0,1
20.3,28.9,0.2,65.0,53.0,0,0
16.9,22.9,0.0,58.0,40.0,0,0
19.8,35.4,0.0,70.0,29.0,0,0
6.9,21.6,0.0,92.0,46.0,0,1
17.2,25.6,0.0,72.0,64.0,0,0
20.8,32.1,0.0,68.0,32.0,0,0
17.2,33.7,0.0,53.0,24.0,0,0
13.6,19.9,46.6,87.0,68.0,1,1
18.5,28.3,0.4,89.0,53.0,0,0
10.6,25.2,0.0,13.0,11.0,0,0
20.7,32.9,0.0,38.0,25.0,0,0
16.7,21.1,0.4,77.0,93.0,0,1
19.0,25.0,50.6,98.0,73.0,1,1
22.7,39.1,0.0,35.0,16.0,0,0
11.0,23.0,3.6,69.0,55.0,1,0
13.8,18.0,0.0,93.0,86.0,0,0
9.6,16.1,1.4,78.0,58.0,1,0
3.9,20.1,0.0,53.0,41.0,0,0
10.8,32.2,0.0,69.0,44.0,0,0
16.0,21.3,0.0,84.0,60.0,0,1
7.5,11.9,4.0,77.0,54.0,1,0
1.5,16.9,0.2,68.0,35.0,0,0
6.4,19.1,0.0,99.0,48.0,0,0
24.9,30.7,0.0,68.0,69.0,0,0
6.1,12.8,27.8,79.0,57.0,1,1
8.1,25.8,0.0,58.0,27.0,0,0
11.4,18.1,0.0,62.0,46.0,0,0
-0.3,7.9,0.0,78.0,56.0,0,0
1.4,16.9,0.0,88.0,36.0,0,0
23.9,28.1,0.0,86.0,79.0,0,0
10.7,18.8,1.4,78.0,70.0,1,1
10.1,14.6,0.4,79.0,63.0,0,0
8.2,20.6,0.0,64.0,50.0,0,0
10.2,19.7,10.4,82.0,54.0,1,0
7.3,12.8,1.8,92.0,52.0,1,0
15.3,19.2,0.0,80.0,62.0,0,0
24.0,37.8,0.0,16.0,11.0,0,0
6.5,14.3,5.4,83.0,65.0,1,0
6.9,18.0,0.0,73.0,85.0,0,0
21.7,24.4,0.0,81.0,76.0,0,0
18.4,27.6,0.0,60.0,67.0,0,0
4.8,11.1,11.8,66.0,50.0,1,0
14.5,25.8,0.0,80.0,52.0,0,0
13.8,30.9,0.0,48.0,16.0,0,0
15.9,31.3,0.0,27.0,10.0,0,0
23.6,30.4,13.4,69.0,68.0,1,0
11.4,22.0,0.0,58.0,44.0,0,0
10.9,28.7,0.0,24.0,44.0,0,1
20.4,39.9,0.0,31.0,13.0,0,0
7.7,12.9,0.0,68.0,60.0,0,0
20.2,38.1,0.0,55.0,12.0,0,0
16.4,26.0,0.0,58.0,57.0,0,0
11.9,24.7,0.0,67.0,42.0,0,0
12.5,30.2,0.0,54.0,65.0,0,0
13.7,18.5,0.2,88.0,69.0,0,0
3.7,22.0,0.0,59.0,27.0,0,0
14.6,23.9,0.8,85.0,45.0,0,0
22.2,31.0,10.0,74.0,55.0,1,1
4.5,13.7,7.0,86.0,80.0,1,1
9.1,15.1,8.8,80.0,68.0,1,1
0.8,18.0,0.0,84.0,53.0,0,1
3.5,16.5,0.0,89.0,52.0,0,0
9.0,18.4,0.0,44.0,38.0,0,0
7.6,28.1,0.0,53.0,18.0,0,0
4.7,14.3,0.0,73.0,71.0,0,1
8.5,26.2,0.0,35.0,52.0,0,0
15.6,21.1,0.8,81.0,67.0,0,0
9.5,11.6,0.0,68.0,72.0,0,1
10.0,16.1,0.0,77.0,61.0,0,1
4.9,16.7,0.0,57.0,39.0,0,0
14.7,18.1,1.6,73.0,62.0,1,0
7.6,23.5,0.0,42.0,30.0,0,0
8.9,12.4,0.0,55.0,62.0,0,1
19.1,25.2,1.2,73.0,92.0,1,1
22.7,27.3,0.0,63.0,64.0,0,0
6.1,15.5,0.8,54.0,39.0,0,0
11.8,20.0,3.2,87.0,63.0,1,0
13.7,28.0,0.0,64.0,30.0,0,0
17.3,23.5,19.6,68.0,65.0,1,1
22.2,30.3,3.2,68.0,63.0,1,0
15.2,25.5,0.0,75.0,46.0,0,1
14.1,30.7,0.0,54.0,30.0,0,0
21.9,36.4,0.0,31.0,13.0,0,0
17.4,21.6,5.8,79.0,77.0,1,0
8.7,18.7,0.0,59.0,38.0,0,1
10.0,16.5,0.0,46.0,27.0,0,0
9.6,17.7,0.0,63.0,58.0,0,0
12.7,15.3,6.0,92.0,88.0,1,1
11.4,15.4,0.0,83.0,91.0,0,1
6.4,23.4,0.2,83.0,44.0,0,1
6.5,16.1,0.0,99.0,60.0,0,0
9.6,26.3,0.2,93.0,38.0,0,0
15.1,30.4,0.0,45.0,12.0,0,0
3.7,18.8,0.0,71.0,40.0,0,0
9.0,11.1,7.4,100.0,98.0,1,1
6.1,12.0,0.4,68.0,53.0,0,1
8.4,16.3,14.2,84.0,72.0,1,1
0.7,12.6,0.2,100.0,50.0,0,0
10.7,18.9,26.0,63.0,49.0,1,0
7.1,27.5,0.0,52.0,28.0,0,0
7.1,12.6,5.6,95.0,91.0,1,1
7.9,17.2,17.8,85.0,68.0,1,0
16.5,24.4,0.0,71.0,59.0,0,0
10.1,15.4,7.8,95.0,85.0,1,1
13.8,31.0,0.2,55.0,32.0,0,0
7.4,19.4,0.0,76.0,53.0,0,0
3.2,17.7,0.0,90.0,40.0,0,0
13.9,19.7,0.0,59.0,55.0,0,0
17.0,29.0,0.0,68.0,40.0,0,0
7.3,18.9,0.0,83.0,47.0,0,0
18.8,22.3,0.0,77.0,78.0,0,0
25.5,33.9,0.0,68.0,43.0,0,0
15.1,33.5,0.0,75.0,29.0,0,1
11.8,26.5,0.0,99.0,42.0,0,0
23.6,29.9,43.2,83.0,62.0,1,1
17.2,30.4,0.0,59.0,49.0,0,0
20.1,32.0,35.0,68.0,40.0,1,1
15.8,32.6,0.0,55.0,17.0,0,0
11.0,18.9,0.0,56.0,48.0,0,0
14.1,18.2,7.8,55.0,49.0,1,0
20.7,31.0,0.0,64.0,40.0,0,0
7.3,26.1,0.0,59.0,31.0,0,0
9.2,19.4,0.0,29.0,17.0,0,0
24.6,35.8,0.0,25.0,17.0,0,0
7.2,13.8,2.8,64.0,76.0,1,1
4.6,16.2,0.0,58.0,42.0,0,0
14.2,30.1,0.0,46.0,38.0,0,0
6.2,9.2,15.0,86.0,86.0,1,0
19.8,27.3,0.0,63.0,49.0,0,0
19.1,29.7,0.0,45.0,40.0,0,0
9.4,24.1,0.0,57.0,26.0,0,0
7.3,20.8,0.0,68.0,50.0,0,0
17.6,24.8,0.0,73.0,65.0,0,0
17.0,19.2,0.0,55.0,59.0,0,0
20.8,36.8,0.0,38.0,26.0,0,0
18.5,32.9,0.0,50.0,15.0,0,0
14.0,17.9,0.0,60.0,62.0,0,0
10.5,28.9,0.0,35.0,13.0,0,0
8.6,26.4,0.0,67.0,39.0,0,0
12.9,17.6,0.0,88.0,75.0,0,0
14.1,21.4,5.0,92.0,60.0,1,0
4.9,17.6,0.0,95.0,68.0,0,1
7.7,25.2,0.0,73.0,32.0,0,0
11.5,15.6,1.6,71.0,64.0,1,1
6.1,12.4,0.0,79.0,72.0,0,0
15.6,22.7,0.4,69.0,44.0,0,0
21.0,25.0,0.0,72.0,78.0,0,0
14.4,24.9,0.0,36.0,25.0,0,0
16.1,19.4,3.2,94.0,86.0,1,1
6.7,24.0,0.0,67.0,29.0,0,0
8.4,19.6,1.4,79.0,50.0,1,0
8.8,11.0,1.2,78.0,71.0,1,1
6.7,15.5,0.0,93.0,60.0,0,0
2.2,13.0,0.0,85.0,77.0,0,0
7.4,13.5,8.8,82.0,53.0,1,0
13.9,27.1,0.0,61.0,64.0,0,0
16.8,37.6,0.0,57.0,21.0,0,0
16.2,30.2,0.0,51.0,30.0,0,0
9.1,19.3,0.0,81.0,62.0,0,0
4.4,15.7,0.0,69.0,37.0,0,0
13.8,16.4,1.2,93.0,92.0,1,1
5.4,23.4,0.0,52.0,27.0,0,0
17.3,22.9,0.0,53.0,47.0,0,0
11.1,15.9,0.2,75.0,74.0,0,0
13.9,27.8,0.0,48.0,17.0,0,0
20.0,29.0,0.2,68.0,70.0,0,0
8.1,16.5,6.0,72.0,76.0,1,1
17.6,24.8,0.0,55.0,78.0,0,1
0.8,17.4,1.0,65.0,37.0,0,0
7.5,21.7,0.0,68.0,46.0,0,0
14.3,20.5,0.2,79.0,65.0,0,1
13.6,25.0,0.0,68.0,49.0,0,1
9.5,20.6,0.0,80.0,14.0,0,0
11.1,31.4,0.2,92.0,30.0,0,0
11.0,19.2,0.0,80.0,74.0,0,0
4.6,17.7,0.0,60.0,35.0,0,0
24.0,33.8,23.6,78.0,57.0,1,0
26.1,31.3,0.4,90.0,82.0,0,1
4.7,18.2,0.6,100.0,46.0,0,0
12.5,20.9,7.0,59.0,32.0,1,0
6.6,22.9,0.0,85.0,54.0,0,0
6.8,13.4,4.0,75.0,55.0,1,0
7.1,18.4,0.0,79.0,51.0,0,0
3.9,15.6,0.2,82.0,61.0,0,0
8.0,14.7,1.2,93.0,93.0,1,1
23.3,31.9,0.0,51.0,45.0,0,0
17.6,21.9,0.0,60.0,64.0,0,0
2.5,20.9,0.0,48.0,35.0,0,0
9.5,15.7,5.6,56.0,47.0,1,0
13.7,22.6,1.8,86.0,70.0,1,0
14.2,26.3,0.0,65.0,50.0,0,0
8.9,16.4,2.0,85.0,57.0,1,0
12.9,14.3,23.4,82.0,89.0,1,1
11.2,24.1,0.0,54.0,28.0,0,0
5.7,13.8,5.4,98.0,76.0,1,0
12.5,19.6,0.0,53.0,33.0,0,0
8.6,23.0,0.0,80.0,64.0,0,0
8.7,26.9,0.0,31.0,25.0,0,0
1.5,19.8,0.0,81.0,54.0,0,0
3.6,14.7,0.0,86.0,53.0,0,0
10.6,30.0,0.0,67.0,35.0,0,0
12.8,23.2,2.2,44.0,34.0,1,0
10.7,14.8,0.0,79.0,85.0,0,1
2.0,17.6,0.0,61.0,37.0,0,0
18.5,25.6,5.0,63.0,60.0,1,0
22.8,30.1,6.6,77.0,76.0,1,0
6.1,18.8,0.0,80.0,35.0,0,0
19.3,28.0,3.6,93.0,71.0,1,0
9.5,17.9,3.4,53.0,61.0,1,1
13.3,31.4,0.0,44.0,34.0,0,0
14.9,23.2,5.2,84.0,64.0,1,1
7.8,14.1,0.2,100.0,89.0,0,0
20.9,24.9,0.0,78.0,79.0,0,0
7.4,16.6,0.8,44.0,36.0,0,0
12.2,22.0,0.0,59.0,44.0,0,0
9.4,19.9,0.2,88.0,50.0,0,0
20.2,30.4,0.0,58.0,56.0,0,0
14.4,25.7,0.0,58.0,31.0,0,0
14.0,31.6,0.0,51.0,21.0,0,0
15.0,24.9,0.2,82.0,74.0,0,0
15.8,23.4,0.0,75.0,58.0,0,0
18.1,29.8,0.0,40.0,16.0,0,0
3.5,15.8,0.2,99.0,67.0,0,0
20.2,29.4,0.2,68.0,55.0,0,0
12.8,25.7,0.0,53.0,40.0,0,0
-0.5,20.5,0.0,74.0,19.0,0,0
14.9,21.6,0.0,62.0,53.0,0,0
21.1,24.5,1.4,85.0,76.0,1,0
11.7,18.1,1.2,75.0,62.0,1,1
3.5,11.4,2.8,74.0,60.0,1,0
11.9,21.1,13.2,82.0,61.0,1,0
15.5,20.3,3.0,52.0,53.0,1,0
6.4,19.9,0.2,100.0,57.0,0,0
0.4,12.9,4.6,99.0,47.0,1,0
12.0,19.8,3.2,94.0,43.0,1,1
-1.0,3.9,3.4,97.0,98.0,1,1
19.9,26.5,7.6,88.0,67.0,1,1
11.5,17.0,3.0,56.0,42.0,1,0
13.7,22.8,0.0,61.0,48.0,0,1
12.8,24.1,0.0,74.0,50.0,0,0
18.1,31.1,0.0,15.0,25.0,0,0
12.1,31.6,0.0,41.0,17.0,0,1
6.9,23.8,0.0,38.0,33.0,0,0
21.0,32.7,0.2,32.0,52.0,0,0
3.1,13.6,0.0,99.0,77.0,0,0
2.1,13.5,0.0,81.0,65.0,0,0
14.6,29.4,0.0,58.0,8.0,0,0
13.2,19.6,1.0,60.0,42.0,0,0
8.4,18.7,2.2,69.0,48.0,1,0
11.2,15.8,1.8,86.0,96.0,1,1
22.5,38.5,0.0,17.0,19.0,0,0
11.0,19.1,0.0,100.0,74.0,0,1
3.5,16.0,0.2,74.0,50.0,0,0
9.2,26.2,0.0,75.0,30.0,0,0
6.5,15.1,2.2,98.0,60.0,1,0
10.0,21.6,0.0,87.0,70.0,0,1
3.7,18.0,0.0,64.0,49.0,0,0
21.0,39.1,1.2,18.0,13.0,1,0
6.2,12.6,1.4,84.0,72.0,1,1
9.9,31.6,0.0,38.0,14.0,0,0
26.0,32.7,0.0,84.0,66.0,0,0
28.0,37.7,0.0,22.0,13.0,0,1
10.5,27.6,0.0,37.0,16.0,0,0
12.4,22.2,0.2,66.0,66.0,0,0
17.2,36.1,0.0,52.0,34.0,0,0
6.1,10.7,1.6,88.0,88.0,1,1
18.1,31.1,0.0,62.0,37.0,0,0
9.0,25.5,0.0,50.0,23.0,0,0
3.1,21.1,0.0,57.0,33.0,0,0
2.0,15.8,0.0,88.0,47.0,0,0
18.0,21.7,0.2,81.0,71.0,0,0
16.9,24.0,4.2,88.0,72.0,1,0
16.0,21.4,21.4,81.0,58.0,1,0
11.3,25.3,0.0,46.0,41.0,0,0
20.7,29.1,0.0,58.0,34.0,0,0
14.9,24.8,0.0,21.0,15.0,0,0
14.4,24.3,6.4,73.0,62.0,1,0
17.9,34.5,2.8,50.0,25.0,1,0
-2.1,16.7,0.0,82.0,37.0,0,0
13.0,31.2,0.0,35.0,20.0,0,0
5.6,19.7,0.0,68.0,52.0,0,0
18.1,29.3,0.0,48.0,33.0,0,0
24.5,30.1,0.4,85.0,75.0,0,1
18.6,29.8,6.8,42.0,34.0,1,0
13.0,19.0,0.0,55.0,52.0,0,0
19.9,30.0,0.2,59.0,53.0,0,1
7.8,15.3,4.0,99.0,80.0,1,0
9.0,18.1,0.0,65.0,42.0,0,0
14.7,19.8,23.6,78.0,60.0,1,0
2.4,18.6,0.0,81.0,49.0,0,0
14.1,26.5,0.0,27.0,31.0,0,0
13.5,24.7,0.0,46.0,37.0,0,0
7.9,20.6,0.0,67.0,45.0,0,0
16.5,21.8,2.6,72.0,74.0,1,0
16.2,31.0,0.0,54.0,48.0,0,0
9.9,20.1,0.0,74.0,54.0,0,0
12.9,19.6,1.0,84.0,73.0,0,0
7.1,28.2,0.0,20.0,6.0,0,0
8.8,31.1,0.0,47.0,24.0,0,0
13.1,20.3,0.2,53.0,45.0,0,0
19.3,25.0,10.4,87.0,90.0,1,1
7.0,17.0,24.8,93.0,67.0,1,0
14.1,20.8,1.6,93.0,67.0,1,1
6.1,17.7,0.0,73.0,47.0,0,0
8.8,28.3,0.0,66.0,22.0,0,0
7.9,23.0,0.0,59.0,44.0,0,0
21.0,29.7,0.0,67.0,91.0,0,1
14.1,25.1,0.0,58.0,52.0,0,0
5.8,14.4,1.2,39.0,38.0,1,0
8.1,10.2,0.0,81.0,76.0,0,1
15.0,29.0,0.0,72.0,44.0,0,0
9.9,21.2,0.0,58.0,37.0,0,0
5.8,10.6,5.0,88.0,80.0,1,1
11.7,18.5,4.8,89.0,71.0,1,0
20.4,24.7,0.0,54.0,54.0,0,0
5.1,16.0,0.0,71.0,48.0,0,0
18.8,25.2,0.0,72.0,65.0,0,0
2.1,9.8,0.2,94.0,77.0,0,0
21.7,27.3,2.4,77.0,64.0,1,0
5.8,18.6,0.0,61.0,52.0,0,0
16.4,24.1,0.0,83.0,60.0,0,0
15.0,28.6,0.0,48.0,28.0,0,0
5.2,19.4,0.2,73.0,34.0,0,0
8.2,21.1,0.0,51.0,19.0,0,0
15.6,19.7,2.2,77.0,95.0,1,1
24.6,27.7,0.0,70.0,80.0,0,1
16.6,34.9,0.0,35.0,21.0,0,0
9.4,29.3,0.0,43.0,16.0,0,1
9.5,15.6,2.4,90.0,82.0,1,1
13.7,20.2,0.0,43.0,45.0,0,0
7.0,17.2,0.0,79.0,57.0,0,0
7.1,20.2,0.0,78.0,43.0,0,0
7.3,25.5,0.0,78.0,24.0,0,0
